"r0_label","r1_label","r2_label","v_label","yr","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_n","z_n_pct","z_g_score","z"
"World","Latin America and the Caribbean","South America","Valle del Cauca",1999,1,419,5,3,1,0.0122530802277283,0.0122530802277283,0.0122530802277283,0.0122530802277283,12,12,12,12,12,12,"v","3",1,1,0,0.0122530802277283
"World","Latin America and the Caribbean","South America","Valle del Cauca",2000,1,419,5,3,1,0.0119051443401756,0.0119051443401756,0.0119051443401756,0.0119051443401756,12,12,12,12,12,12,"v","3",1,1,0,0.0119051443401756
"World","Latin America and the Caribbean","South America","Valle del Cauca",2001,1,419,5,3,1,0.0131041592349824,0.0131041592349824,0.0131041592349824,0.0131041592349824,12,12,12,12,12,12,"v","3",1,1,0,0.0131041592349824
"World","Latin America and the Caribbean","South America","Valle del Cauca",2002,1,419,5,3,1,0.0123023239107723,0.0123023239107723,0.0123023239107723,0.0123023239107723,12,12,12,12,12,12,"v","3",1,1,0,0.0123023239107723
"World","Latin America and the Caribbean","South America","Valle del Cauca",2003,1,419,5,3,1,0.0126081220937769,0.0126081220937769,0.0126081220937769,0.0126081220937769,12,12,12,12,12,12,"v","3",1,1,0,0.0126081220937769
"World","Latin America and the Caribbean","South America","Valle del Cauca",2004,1,419,5,3,1,0.0136002711845561,0.0136002711845561,0.0136002711845561,0.0136002711845561,12,12,12,12,12,12,"v","3",1,1,0,0.0136002711845561
"World","Latin America and the Caribbean","South America","Valle del Cauca",2005,1,419,5,3,1,0.0139704505076841,0.0139704505076841,0.0139704505076841,0.0139704505076841,12,12,12,12,12,12,"v","3",1,1,0,0.0139704505076841
"World","Latin America and the Caribbean","South America","Valle del Cauca",2006,1,419,5,3,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","3",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","Valle del Cauca",2007,1,419,5,3,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","3",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","Valle del Cauca",2008,1,419,5,3,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","3",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","Valle del Cauca",2009,1,419,5,3,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","3",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","Valle del Cauca",2010,1,419,5,3,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","3",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","Valle del Cauca",2011,1,419,5,3,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","3",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","Valle del Cauca",2012,1,419,5,3,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","3",1,1,0,0.0123086663464264
